1875.11,4.37,0.30,0.37,11.04,1875.88,4.67,89.18,6.17,7.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,89.96,6.18,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,92.62,6.23,7.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.02,4.52,0.30,0.35,10.85,1876.13,4.58,93.86,6.23,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,93.65,6.23,7.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,90.92,6.28,6.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.05,4.18,0.30,0.33,10.37,1876.38,4.54,90.78,6.52,7.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,92.68,6.70,7.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,91.57,6.70,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.08,3.93,0.30,0.31,10.18,1876.63,4.51,86.95,6.64,6.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,80.88,6.58,6.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.10,3.67,0.30,0.29,10.47,1876.79,4.49,78.98,6.46,6.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.11,3.60,0.30,0.29,10.56,1876.88,4.47,76.78,6.40,6.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,75.00,6.28,5.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,73.08,5.99,5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.02,3.34,0.28,0.28,10.66,1877.13,4.44,70.60,5.95,5.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,70.13,6.03,6.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,63.27,5.67,6.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.05,2.94,0.25,0.29,10.66,1877.38,4.41,62.14,5.37,6.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,60.97,5.47,6.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,63.05,5.22,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
